--------- beginning of main
06-14 13:20:36.263 I/ReactNativeJS(28552): '[UI_PRESS_PROBE]', '{"event":"VOIP_PENDING_CALL_FETCHED","timestamp":"2026-06-14T04:20:36.262Z","token_ready":true,"user_ready":true,"show_login":false,"show_voip_tester":true,"selected_call_mode":"pstn_assist","source":"pending_call_initial","call_id":"call-b895aa9ae094","status":"ringing","caller_voice_id":"nado-000001"}'
06-14 13:20:36.273 I/ReactNativeJS(28552): '[UI_PRESS_PROBE]', '{"event":"VOIP_INCOMING_CALL_DUPLICATE_REAPPLIED","timestamp":"2026-06-14T04:20:36.273Z","token_ready":true,"user_ready":true,"show_login":false,"show_voip_tester":true,"selected_call_mode":"pstn_assist","source":"pending_call_initial","call_id":"call-b895aa9ae094","status":"ringing","caller_voice_id":"nado-000001"}'
06-14 13:20:36.284 I/ReactNativeJS(28552): '[VoIPPendingIncoming]', '{"event":"REQUEST_START","source":"pending_call_initial","token_summary":"len:141:eyJhbG...k5rjLY","user_id":226,"has_pending_call":true,"has_active_call":false}'
06-14 13:20:36.482 I/ReactNativeJS(28552): '[VoIPPendingIncoming]', '{"event":"REQUEST_RESULT","source":"pending_call_initial","token_summary":"len:141:eyJhbG...k5rjLY","user_id":226,"status":200,"ok":true}'
06-14 13:20:36.488 I/ReactNativeJS(28552): '[UI_PRESS_PROBE]', '{"event":"VOIP_PENDING_CALL_FETCHED","timestamp":"2026-06-14T04:20:36.487Z","token_ready":true,"user_ready":true,"show_login":false,"show_voip_tester":true,"selected_call_mode":"pstn_assist","source":"pending_call_initial","call_id":"call-b895aa9ae094","status":"ringing","caller_voice_id":"nado-000001"}'
06-14 13:20:36.507 I/ReactNativeJS(28552): '[UI_PRESS_PROBE]', '{"event":"VOIP_INCOMING_CALL_DUPLICATE_REAPPLIED","timestamp":"2026-06-14T04:20:36.507Z","token_ready":true,"user_ready":true,"show_login":false,"show_voip_tester":true,"selected_call_mode":"pstn_assist","source":"pending_call_initial","call_id":"call-b895aa9ae094","status":"ringing","caller_voice_id":"nado-000001"}'
06-14 13:20:36.523 I/ReactNativeJS(28552): '[VoIPPendingIncoming]', '{"event":"REQUEST_START","source":"pending_call_initial","token_summary":"len:141:eyJhbG...k5rjLY","user_id":226,"has_pending_call":true,"has_active_call":false}'
06-14 13:20:36.567 I/ReactNativeJS(28552): '[VoIPPendingIncoming]', '{"event":"REQUEST_RESULT","source":"pending_call_initial","token_summary":"len:141:eyJhbG...k5rjLY","user_id":226,"status":200,"ok":true}'
06-14 13:20:36.570 I/ReactNativeJS(28552): '[UI_PRESS_PROBE]', '{"event":"VOIP_PENDING_CALL_FETCHED","timestamp":"2026-06-14T04:20:36.570Z","token_ready":true,"user_ready":true,"show_login":false,"show_voip_tester":true,"selected_call_mode":"pstn_assist","source":"pending_call_initial","call_id":"call-b895aa9ae094","status":"ringing","caller_voice_id":"nado-000001"}'
06-14 13:20:36.585 I/ReactNativeJS(28552): '[UI_PRESS_PROBE]', '{"event":"VOIP_INCOMING_CALL_DUPLICATE_REAPPLIED","timestamp":"2026-06-14T04:20:36.585Z","token_ready":true,"user_ready":true,"show_login":false,"show_voip_tester":true,"selected_call_mode":"pstn_assist","source":"pending_call_initial","call_id":"call-b895aa9ae094","status":"ringing","caller_voice_id":"nado-000001"}'
06-14 13:20:36.597 I/ReactNativeJS(28552): '[VoIPPendingIncoming]', '{"event":"REQUEST_START","source":"pending_call_initial","token_summary":"len:141:eyJhbG...k5rjLY","user_id":226,"has_pending_call":true,"has_active_call":false}'
06-14 13:20:36.633 I/ReactNativeJS(28552): '[VoIPPendingIncoming]', '{"event":"REQUEST_RESULT","source":"pending_call_initial","token_summary":"len:141:eyJhbG...k5rjLY","user_id":226,"status":200,"ok":true}'
06-14 13:20:36.637 I/ReactNativeJS(28552): '[UI_PRESS_PROBE]', '{"event":"VOIP_PENDING_CALL_FETCHED","timestamp":"2026-06-14T04:20:36.636Z","token_ready":true,"user_ready":true,"show_login":false,"show_voip_tester":true,"selected_call_mode":"pstn_assist","source":"pending_call_initial","call_id":"call-b895aa9ae094","status":"ringing","caller_voice_id":"nado-000001"}'
06-14 13:20:36.648 I/ReactNativeJS(28552): '[UI_PRESS_PROBE]', '{"event":"VOIP_INCOMING_CALL_DUPLICATE_REAPPLIED","timestamp":"2026-06-14T04:20:36.648Z","token_ready":true,"user_ready":true,"show_login":false,"show_voip_tester":true,"selected_call_mode":"pstn_assist","source":"pending_call_initial","call_id":"call-b895aa9ae094","status":"ringing","caller_voice_id":"nado-000001"}'
06-14 13:20:36.662 I/ReactNativeJS(28552): '[VoIPPendingIncoming]', '{"event":"REQUEST_START","source":"pending_call_initial","token_summary":"len:141:eyJhbG...k5rjLY","user_id":226,"has_pending_call":true,"has_active_call":false}'
06-14 13:20:36.697 I/ReactNativeJS(28552): '[VoIPPendingIncoming]', '{"event":"REQUEST_RESULT","source":"pending_call_initial","token_summary":"len:141:eyJhbG...k5rjLY","user_id":226,"status":200,"ok":true}'
06-14 13:20:36.701 I/ReactNativeJS(28552): '[UI_PRESS_PROBE]', '{"event":"VOIP_PENDING_CALL_FETCHED","timestamp":"2026-06-14T04:20:36.700Z","token_ready":true,"user_ready":true,"show_login":false,"show_voip_tester":true,"selected_call_mode":"pstn_assist","source":"pending_call_initial","call_id":"call-b895aa9ae094","status":"ringing","caller_voice_id":"nado-000001"}'
06-14 13:20:36.713 I/ReactNativeJS(28552): '[UI_PRESS_PROBE]', '{"event":"VOIP_INCOMING_CALL_DUPLICATE_REAPPLIED","timestamp":"2026-06-14T04:20:36.712Z","token_ready":true,"user_ready":true,"show_login":false,"show_voip_tester":true,"selected_call_mode":"pstn_assist","source":"pending_call_initial","call_id":"call-b895aa9ae094","status":"ringing","caller_voice_id":"nado-000001"}'
06-14 13:20:36.726 I/ReactNativeJS(28552): '[VoIPPendingIncoming]', '{"event":"REQUEST_START","source":"pending_call_initial","token_summary":"len:141:eyJhbG...k5rjLY","user_id":226,"has_pending_call":true,"has_active_call":false}'
06-14 13:20:36.767 I/ReactNativeJS(28552): '[VoIPPendingIncoming]', '{"event":"REQUEST_RESULT","source":"pending_call_initial","token_summary":"len:141:eyJhbG...k5rjLY","user_id":226,"status":200,"ok":true}'
06-14 13:20:36.798 I/ReactNativeJS(28552): '[UI_PRESS_PROBE]', '{"event":"VOIP_PENDING_CALL_CLEAR_SKIPPED","timestamp":"2026-06-14T04:20:36.798Z","token_ready":true,"user_ready":true,"show_login":false,"show_voip_tester":true,"selected_call_mode":"pstn_assist","source":"pending_call_initial","reason":"server_still_resumable","call_id":"call-b895aa9ae094","status":"connecting","caller_voice_id":"nado-000001"}'
06-14 13:20:37.532 I/ReactNativeJS(28552): '[VoIPPendingIncoming]', '{"event":"REQUEST_START","source":"pending_call_poll","token_summary":"len:141:eyJhbG...k5rjLY","user_id":226,"has_pending_call":true,"has_active_call":false}'
06-14 13:20:37.585 I/ReactNativeJS(28552): '[VoIPPendingIncoming]', '{"event":"REQUEST_RESULT","source":"pending_call_poll","token_summary":"len:141:eyJhbG...k5rjLY","user_id":226,"status":200,"ok":true}'
06-14 13:20:37.632 I/ReactNativeJS(28552): '[UI_PRESS_PROBE]', '{"event":"VOIP_PENDING_CALL_CLEAR_SKIPPED","timestamp":"2026-06-14T04:20:37.631Z","token_ready":true,"user_ready":true,"show_login":false,"show_voip_tester":true,"selected_call_mode":"pstn_assist","source":"pending_call_poll","reason":"server_still_resumable","call_id":"call-b895aa9ae094","status":"connecting","caller_voice_id":"nado-000001"}'
06-14 13:20:38.336 I/ReactNativeJS(28552): '[VoIPPendingIncoming]', '{"event":"REQUEST_START","source":"pending_call_poll","token_summary":"len:141:eyJhbG...k5rjLY","user_id":226,"has_pending_call":true,"has_active_call":false}'
06-14 13:20:38.380 I/ReactNativeJS(28552): '[VoIPPendingIncoming]', '{"event":"REQUEST_RESULT","source":"pending_call_poll","token_summary":"len:141:eyJhbG...k5rjLY","user_id":226,"status":200,"ok":true}'
06-14 13:20:38.431 I/ReactNativeJS(28552): '[UI_PRESS_PROBE]', '{"event":"VOIP_PENDING_CALL_CLEAR_SKIPPED","timestamp":"2026-06-14T04:20:38.430Z","token_ready":true,"user_ready":true,"show_login":false,"show_voip_tester":true,"selected_call_mode":"pstn_assist","source":"pending_call_poll","reason":"server_still_resumable","call_id":"call-b895aa9ae094","status":"connecting","caller_voice_id":"nado-000001"}'
06-14 13:20:39.139 I/ReactNativeJS(28552): '[VoIPPendingIncoming]', '{"event":"REQUEST_START","source":"pending_call_poll","token_summary":"len:141:eyJhbG...k5rjLY","user_id":226,"has_pending_call":true,"has_active_call":false}'
06-14 13:20:39.193 I/ReactNativeJS(28552): '[VoIPPendingIncoming]', '{"event":"REQUEST_RESULT","source":"pending_call_poll","token_summary":"len:141:eyJhbG...k5rjLY","user_id":226,"status":200,"ok":true}'
06-14 13:20:39.236 I/ReactNativeJS(28552): '[UI_PRESS_PROBE]', '{"event":"VOIP_PENDING_CALL_CLEAR_SKIPPED","timestamp":"2026-06-14T04:20:39.235Z","token_ready":true,"user_ready":true,"show_login":false,"show_voip_tester":true,"selected_call_mode":"pstn_assist","source":"pending_call_poll","reason":"server_still_resumable","call_id":"call-b895aa9ae094","status":"connecting","caller_voice_id":"nado-000001"}'
06-14 13:20:39.939 I/ReactNativeJS(28552): '[VoIPPendingIncoming]', '{"event":"REQUEST_START","source":"pending_call_poll","token_summary":"len:141:eyJhbG...k5rjLY","user_id":226,"has_pending_call":true,"has_active_call":false}'
06-14 13:20:39.971 I/ReactNativeJS(28552): '[VoIPPendingIncoming]', '{"event":"REQUEST_RESULT","source":"pending_call_poll","token_summary":"len:141:eyJhbG...k5rjLY","user_id":226,"status":200,"ok":true}'
06-14 13:20:40.000 I/ReactNativeJS(28552): '[UI_PRESS_PROBE]', '{"event":"VOIP_PENDING_CALL_CLEAR_SKIPPED","timestamp":"2026-06-14T04:20:40.000Z","token_ready":true,"user_ready":true,"show_login":false,"show_voip_tester":true,"selected_call_mode":"pstn_assist","source":"pending_call_poll","reason":"server_still_resumable","call_id":"call-b895aa9ae094","status":"connecting","caller_voice_id":"nado-000001"}'
